ID	GeneName	Transcript#	Strand	Chromosome	Start	End	ExonLength	Source	IsConfounded	EntrezID	GeneType
100316751	Mir1197	1	+	12	109712317	109712436	120	mm10_refGene	False	100316751	ncRNA
100316752	Mir1896	1	+	13	21445160	21445240	81	mm10_refGene	True	100316752	ncRNA
100316753	Mir1933	1	-	11	21344588	21344675	88	mm10_refGene	True	100316753	ncRNA
100316756	Mir1955	1	+	2	92191977	92192074	98	mm10_refGene	True	100316756	ncRNA
100316769	Mir466l	1	+	2	10516097	10516217	121	mm10_refGene	True	100316769	ncRNA
100316770	Mir669j	1	+	2	10477910	10478030	121	mm10_refGene	True	100316770	ncRNA
100316772	Mir1899	1	+	9	8246786	8246881	96	mm10_refGene	False	100316772	ncRNA
100316773	Mir1893	1	-	18	6490564	6490646	83	mm10_refGene	True	100316773	ncRNA
100316774	Mir1942	1	-	15	76215611	76215673	63	mm10_refGene	True	100316774	ncRNA
100316775	Mir1950	1	-	6	40529091	40910666	74	mm10_refGene	True	100316775	ncRNA
100316776	Mir1954	1	+	2	113220187	113423560	75	mm10_refGene	True	100316776	ncRNA
100316777	Mir1969	1	+	8	70925525	70925618	94	mm10_refGene	False	100316777	ncRNA
100316778	Mir1982	1	+	10	80828797	80828870	74	mm10_refGene	True	100316778	ncRNA
100316779	Mir2137	1	+	X	72992079	72992144	66	mm10_refGene	True	100316779	ncRNA
100316783	Mir1b	1	+	18	10785446	10785567	122	mm10_refGene	True	100316783	ncRNA
100316784	Mir1927	1	-	1	160295864	160295972	109	mm10_refGene	True	100316784	ncRNA
100316802	Mir669g	1	+	2	10477150	10477272	123	mm10_refGene	True	100316802	ncRNA
100316803	Mir1187	1	-	5	82798944	82799065	122	mm10_refGene	False	100316803	ncRNA
100316804	Mir466f-4	1	+	13	71107089	71107209	121	mm10_refGene	False	100316804	ncRNA
100316805	Mir1190	1	-	12	101021673	101021768	96	mm10_refGene	True	100316805	ncRNA
100316806	Mir669e	1	-	8	39467448	40227787	79	mm10_refGene	True	100316806	ncRNA
100316807	Mir1198	1	+	12	55370695	55491306	62	mm10_refGene	True	100316807	ncRNA
100316808	Mir1905	1	-	3	88536301	88536382	82	mm10_refGene	True	100316808	ncRNA
100316809	Mir1906-1	1	+	12	109544541	109544620	80	mm10_refGene	True	100316809	ncRNA
100316810	Mir1894	1	+	17	35917889	35917969	81	mm10_refGene	True	100316810	ncRNA
100316811	Mir1930	1	+	10	77641224	77641307	84	mm10_refGene	True	100316811	ncRNA
100316812	Mir1936	1	-	12	102684928	102685020	93	mm10_refGene	True	100316812	ncRNA
100316814	Mir1306	1	-	16	18284239	18284317	79	mm10_refGene	True	100316814	ncRNA
100316815	Mir669l	1	+	2	10468971	10469068	98	mm10_refGene	True	100316815	ncRNA
100316816	Mir1952	1	+	2	138819929	138820007	79	mm10_refGene	False	100316816	ncRNA
100316818	Mir1962	1	+	7	135566162	135566282	121	mm10_refGene	True	100316818	ncRNA
100316819	Mir1967	1	+	8	124022641	124022722	82	mm10_refGene	False	100316819	ncRNA
100316820	Mir1970	1	-	7	107284775	107580276	63	mm10_refGene	True	100316820	ncRNA
100316821	Mir1981	1	-	1	184822407	184822488	82	mm10_refGene	True	100316821	ncRNA
100316827	Mir767	1	-	X	72589988	72590094	107	mm10_refGene	True	100316827	ncRNA
100316831	Mir669h	1	+	10	113586578	113614774	50	mm10_refGene	False	100316831	ncRNA
100316832	Mir1895	1	-	3	134240505	134240583	79	mm10_refGene	True	100316832	ncRNA
100316833	Mir1945	1	-	16	11254368	11254445	78	mm10_refGene	False	100316833	ncRNA
100316834	Mir669m-2	1	-	X	77164403	77475936	79	mm10_refGene	False	100316834	ncRNA
100316839	Mir1191	1	-	5	76206229	76469519	48	mm10_refGene	True	100316839	ncRNA
100316840	Mir1934	1	+	11	69663043	69663125	83	mm10_refGene	False	100316840	ncRNA
100316841	Mir1961	1	-	5	92788451	92788562	112	mm10_refGene	True	100316841	ncRNA
100316870	Gm17821	1	-	12	67656742	67669271	12530	mm10_refGene	False	100316870	pseudo
100316903	Gm20605	1	+	5	137629123	137642896	4513	mm10_refGene	True	100316903	ncRNA
100316932	Snora28	1	+	12	111540946	111541066	121	mm10_refGene	True	100316932	snoRNA
100317	AU040320	3	+	4	126753555	126869694	4982	mm10_refGene	True	100317	protein-coding
100322896	Dthd1	1	+	5	62813823	62888318	2437	mm10_refGene	False	100322896	protein-coding
100328588	Nup62-il4i1	1	+	7	44816370	44840803	2300	mm10_refGene	True	100328588	protein-coding
100336	Ppp1r8	2	-	4	132826924	132843169	2042	mm10_refGene	False	100336	protein-coding
100340	Smpdl3b	1	-	4	132732966	132757171	1925	mm10_refGene	False	100340	protein-coding
100342	Fam46b	1	+	4	133480133	133487940	2288	mm10_refGene	False	100342	protein-coding
100359413	AA413626	1	+	11	4918516	4918918	403	mm10_refGene	True	100359413	pseudo
100379145	Snora23	1	+	7	110046364	110046547	184	mm10_refGene	True	100379145	snoRNA
100379610	Gm11651	1	-	11	105965607	105985694	1243	mm10_refGene	True	100379610	ncRNA
100380944	Ino80dos	2	+	1	63114471	63158295	1802	mm10_refGene	True	100380944	ncRNA
100382	AW011738	1	+	4	156203284	156206028	2745	mm10_refGene	False	100382	ncRNA
100383	Bsdc1	1	+	4	129461679	129488432	2659	mm10_refGene	False	100383	protein-coding
100384868	Gm37013	1	+	18	36952648	37841872	4621	mm10_refGene	True	100384868	protein-coding
100384890	D230030E09Rik	1	-	12	118518297	118530193	884	mm10_refGene	False	100384890	ncRNA
100415784	Gm17830	1	-	17	49304479	49312960	1829	mm10_refGene	False	100415784	ncRNA
100415785	Gm11559	1	+	11	99864476	99865571	1096	mm10_refGene	False	100415785	protein-coding
100415787	Tomm6os	1	+	17	47687610	47691092	2953	mm10_refGene	True	100415787	ncRNA
100415912	Gm11665	1	-	11	104556789	104562198	1075	mm10_refGene	True	100415912	ncRNA
100415914	Gm12505	1	-	4	55410443	55418842	757	mm10_refGene	False	100415914	ncRNA
100415915	A530072M11Rik	1	+	4	16164110	16266225	1852	mm10_refGene	False	100415915	ncRNA
100415916	Gm15997	1	-	5	149489056	149538030	1491	mm10_refGene	True	100415916	ncRNA
100416706	Zfp729b	1	-	13	67589439	67609707	4835	mm10_refGene	False	100416706	protein-coding
100416830	Zfp572	1	+	15	59306948	59312013	1098	mm10_refGene	False	100416830	pseudo
100417125	Gm18409	1	-	10	99638731	99641920	2506	mm10_refGene	True	100417125	pseudo
100417434	AA543401	1	+	9	107192807	107194061	1255	mm10_refGene	True	100417434	pseudo
100417675	Nlrp5-ps	2	-	7	14530654	14623066	4528	mm10_refGene	True	100417675	pseudo
100417829	Gm17757	1	-	7	105924344	105928691	4348	mm10_refGene	True	100417829	pseudo
100417831	Gm18853	1	-	7	105924335	105928691	4357	mm10_refGene	True	100417831	pseudo
100418235	C130030K03Rik	1	-	10	49093681	49095843	2163	mm10_refGene	False	100418235	pseudo
100434	Slc44a1	2	+	4	53440413	53622478	3278	mm10_refGene	False	100434	protein-coding
100463512	Gm20594	1	+	6	79818031	79818364	334	mm10_refGene	False	100463512	protein-coding
100463519	BB283400	1	+	6	30176623	30178040	1418	mm10_refGene	False	100463519	ncRNA
100465	Mob3c	1	+	4	115828092	115836183	2882	mm10_refGene	False	100465	protein-coding
100470	Lao1	1	+	4	118961967	118968910	1958	mm10_refGene	False	100470	protein-coding
100473	BB031773	1	-	4	103004106	103011965	3655	mm10_refGene	True	100473	ncRNA
100494	Zfand2a	2	-	5	139471216	139484491	3106	mm10_refGene	False	100494	protein-coding
100499512	Mir3475	1	+	X	140310948	140311012	65	mm10_refGene	False	100499512	ncRNA
100499513	Mir3099	1	+	7	6803587	6803670	84	mm10_refGene	True	100499513	ncRNA
100499514	Mir2861	1	-	2	32712807	32712888	82	mm10_refGene	False	100499514	ncRNA
100499517	Mir3072	1	+	12	109747878	109747960	83	mm10_refGene	True	100499517	ncRNA
100499518	Mir3470a	1	-	11	3239902	3462990	38	mm10_refGene	True	100499518	ncRNA
100499519	Mir3470b	1	-	7	143948405	144443433	110	mm10_refGene	True	100499519	ncRNA
100499521	Mir3471-1	1	-	5	23813938	24129968	104	mm10_refGene	True	100499521	ncRNA
100499523	Mir3471-2	1	+	4	3537090	3537191	102	mm10_refGene	False	100499523	ncRNA
100499526	Mir3472	1	+	12	36415616	36492195	71	mm10_refGene	True	100499526	ncRNA
100499528	Mir3473a	1	-	15	100078389	100188036	82	mm10_refGene	True	100499528	ncRNA
100499529	Mir3474	1	+	2	158638583	158638640	58	mm10_refGene	True	100499529	ncRNA
100499530	Mir1906-2	1	+	12	109544541	109544620	80	mm10_refGene	True	100499530	ncRNA
100500713	9530027J09Rik	1	-	X	48276792	48285426	1684	mm10_refGene	True	100500713	ncRNA
100502590	4930469G21Rik	1	-	1	161156843	161159314	954	mm10_refGene	True	100502590	protein-coding
100502601	Gm19276	1	+	15	10829051	10832713	870	mm10_refGene	False	100502601	ncRNA
100502602	Gm19277	1	-	15	85149254	85156132	1165	mm10_refGene	False	100502602	ncRNA
100502619	AW046200	1	+	8	57651753	57663430	1498	mm10_refGene	True	100502619	ncRNA
100502624	Gm13483	2	+	2	50296810	50433967	1786	mm10_refGene	False	100502624	ncRNA
100502630	Gm15545	1	+	7	44986900	44994601	1090	mm10_refGene	True	100502630	ncRNA
100502636	Gm19299	1	+	9	67133561	67163788	1435	mm10_refGene	False	100502636	ncRNA
100502643	Gm19303	1	-	15	51231640	51395610	1874	mm10_refGene	False	100502643	ncRNA
100502653	C130060C02Rik	1	+	19	15985075	16010912	1157	mm10_refGene	False	100502653	ncRNA
100502698	1700021K19Rik	2	-	16	32821702	32868366	5343	mm10_refGene	False	100502698	protein-coding
100502700	AV039307	2	+	2	120850656	120866690	1332	mm10_refGene	True	100502700	ncRNA
100502723	Tsga8	1	-	X	83486676	83487924	1072	mm10_refGene	True	100502723	protein-coding
100502734	Gm16023	1	-	4	155608297	155624755	2493	mm10_refGene	True	100502734	ncRNA
100502736	Gm19345	1	+	7	19852003	19858355	998	mm10_refGene	True	100502736	protein-coding
100502742	1700007L15Rik	1	-	16	33379854	33380736	747	mm10_refGene	False	100502742	ncRNA
100502745	2900009J06Rik	1	-	1	127753617	127774054	464	mm10_refGene	True	100502745	ncRNA
100502764	Gm16617	1	-	14	51986389	51988829	713	mm10_refGene	True	100502764	ncRNA
100502766	Kifc1	1	-	17	33875666	33890633	2322	mm10_refGene	True	100502766	protein-coding
100502803	Gm11562	1	-	11	99619598	99620404	807	mm10_refGene	False	100502803	protein-coding
100502820	Gm19395	1	+	10	53280270	53283687	658	mm10_refGene	True	100502820	ncRNA
100502825	Rpl37rt	2	-	5	115102922	115110268	753	mm10_refGene	False	100502825	protein-coding
100502829	Gm9899	1	-	5	30573987	30588619	4823	mm10_refGene	True	100502829	ncRNA
100502831	Gm19402	1	-	10	77689957	77690757	801	mm10_refGene	True	100502831	protein-coding
100502834	Gm15972	1	-	18	23750448	23752305	417	mm10_refGene	False	100502834	ncRNA
100502841	Epg5	1	+	18	77938467	78035027	9672	mm10_refGene	False	100502841	protein-coding
100502842	Gm14718	1	+	X	57200637	57204376	756	mm10_refGene	False	100502842	ncRNA
100502861	Ccdc13	1	-	9	121797627	121839461	2640	mm10_refGene	False	100502861	protein-coding
100502865	2300003K06Rik	1	-	11	99837148	99838066	919	mm10_refGene	False	100502865	protein-coding
100502868	Gm20597	1	-	10	53498443	53518989	5486	mm10_refGene	False	100502868	ncRNA
100502871	Gm19424	1	+	19	41746961	41750097	2238	mm10_refGene	False	100502871	ncRNA
100502876	Kcnmb3	1	-	3	32472321	32491969	720	mm10_refGene	False	100502876	protein-coding
100502887	Olfr331	1	-	11	58501598	58502572	975	mm10_refGene	False	100502887	protein-coding
100502888	Gm19434	1	+	6	135188480	135194959	2572	mm10_refGene	False	100502888	ncRNA
100502896	LOC100502896	1	+	4	73650910	73657292	1240	mm10_refGene	True	100502896	protein-coding
100502917	Gm12130	1	-	11	38491548	38520045	2453	mm10_refGene	False	100502917	ncRNA
100502920	Gm16998	1	+	10	54075922	54081081	1230	mm10_refGene	False	100502920	ncRNA
100502921	Gm10142	1	+	10	77715807	77716169	363	mm10_refGene	True	100502921	protein-coding
100502924	Gm11237	3	+	4	73605544	73642160	3711	mm10_refGene	True	100502924	protein-coding
100502932	Gm13544	1	+	2	58276779	58286902	2940	mm10_refGene	True	100502932	ncRNA
100502933	Gm19461	1	-	1	133249852	133269808	3112	mm10_refGene	True	100502933	ncRNA
100502936	E330021D16Rik	1	-	6	136400319	136415569	1811	mm10_refGene	False	100502936	protein-coding
100502940	Gm684	1	-	9	51270258	51278554	1263	mm10_refGene	False	100502940	protein-coding
100502942	Gm4814	1	+	13	93073304	93074755	907	mm10_refGene	True	100502942	ncRNA
100502945	Gm19466	1	+	18	53648151	53705418	2306	mm10_refGene	True	100502945	ncRNA
100502946	Gm16796	1	-	2	170499357	170511927	3172	mm10_refGene	True	100502946	ncRNA
100502950	Gm3336	1	+	8	70718543	70722635	1152	mm10_refGene	False	100502950	protein-coding
100502953	Gm10100	1	+	10	77726486	77726848	363	mm10_refGene	True	100502953	protein-coding
100502959	AV051173	1	-	4	116684965	116686022	624	mm10_refGene	True	100502959	ncRNA
100502967	Speer4c	1	-	5	15709505	15714271	1190	mm10_refGene	True	100502967	protein-coding
100502982	BC037704	1	+	19	43675178	43677170	1993	mm10_refGene	False	100502982	ncRNA
100502985	Gm10814	1	+	19	6012620	6018459	1966	mm10_refGene	True	100502985	ncRNA
100502987	Gm17066	1	-	14	105106728	105114676	3691	mm10_refGene	True	100502987	ncRNA
100503019	Gm16551	1	+	9	74848437	74852872	2707	mm10_refGene	False	100503019	ncRNA
100503021	Gm19510	1	-	15	59788417	59794959	1861	mm10_refGene	False	100503021	ncRNA
100503036	1700015G11Rik	1	-	7	52011680	52015716	388	mm10_refGene	False	100503036	protein-coding
100503040	Gm19522	1	-	16	42884370	42912070	2530	mm10_refGene	True	100503040	ncRNA
100503041	Pdzd7	1	-	19	45026907	45045772	3903	mm10_refGene	True	100503041	protein-coding
100503043	Armcx4	1	+	X	134686519	134697772	9011	mm10_refGene	False	100503043	protein-coding
100503044	A730020M07Rik	3	-	3	121634936	121646453	2759	mm10_refGene	False	100503044	ncRNA
100503068	Gm11549	1	-	3	36515057	36521445	2461	mm10_refGene	False	100503068	ncRNA
100503072	Gm16291	1	+	15	39797045	39812377	2594	mm10_refGene	True	100503072	ncRNA
100503074	2610016A17Rik	1	-	19	25671134	25672239	474	mm10_refGene	False	100503074	ncRNA
100503085	Klhl3	1	-	13	58004957	58102428	2142	mm10_refGene	True	100503085	protein-coding
100503104	Gm19557	1	+	19	47512982	47516578	2765	mm10_refGene	True	100503104	ncRNA
100503106	Gm13944	1	+	2	77462644	77480938	751	mm10_refGene	True	100503106	ncRNA
100503117	2010010A06Rik	2	-	18	75288660	75297329	1204	mm10_refGene	False	100503117	ncRNA
100503120	A930006K02Rik	1	+	16	91465104	91470123	778	mm10_refGene	False	100503120	ncRNA
100503147	Gm13293	1	+	2	11339489	11344106	1609	mm10_refGene	True	100503147	ncRNA
100503157	Gm15471	1	+	3	103803129	103808440	633	mm10_refGene	True	100503157	ncRNA
100503166	1700048M11Rik	1	-	16	92308716	92312466	483	mm10_refGene	True	100503166	ncRNA
100503167	Gm13752	1	+	2	80391364	80398216	2616	mm10_refGene	False	100503167	ncRNA
100503178	2810013P06Rik	1	+	8	123042575	123044602	2028	mm10_refGene	False	100503178	ncRNA
100503184	Gm19583	1	+	5	75110321	75147107	1366	mm10_refGene	False	100503184	ncRNA
100503185	Btbd8	1	+	5	107437997	107491596	1134	mm10_refGene	False	100503185	protein-coding
100503197	Gm19589	1	+	1	88551517	88562166	2622	mm10_refGene	False	100503197	ncRNA
100503199	5430416N02Rik	1	-	5	100420842	100429535	626	mm10_refGene	False	100503199	ncRNA
100503240	Trpc5os	1	+	X	144456582	144477063	3581	mm10_refGene	True	100503240	protein-coding
100503248	Gm15179	1	-	1	75368210	75375015	676	mm10_refGene	True	100503248	ncRNA
100503265	Gm19619	1	-	5	91257571	91283076	2856	mm10_refGene	False	100503265	ncRNA
100503272	Gm11423	2	-	11	82779601	82781042	784	mm10_refGene	False	100503272	ncRNA
100503280	Gm38425	1	-	X	74966844	74969125	1688	mm10_refGene	False	100503280	protein-coding
100503307	Gm15408	1	+	5	149006962	149012776	1379	mm10_refGene	False	100503307	ncRNA
100503311	Pifo	2	-	3	105996957	106014646	1127	mm10_refGene	False	100503311	protein-coding
100503337	Gm9895	1	+	19	29067301	29069503	664	mm10_refGene	False	100503337	ncRNA
100503353	Gm14440	1	-	2	175789357	175801037	3382	mm10_refGene	True	100503353	protein-coding
100503355	Zfp648	1	+	1	154201187	154205674	1877	mm10_refGene	False	100503355	protein-coding
100503361	Tmem95	1	-	11	69876684	69878018	531	mm10_refGene	False	100503361	protein-coding
100503380	Snhg4	1	+	18	35553410	35558316	1151	mm10_refGene	True	100503380	ncRNA
100503386	Gm4980	1	-	7	99624067	99627103	3037	mm10_refGene	False	100503386	protein-coding
100503388	Gm19668	1	-	10	77798387	77799133	747	mm10_refGene	True	100503388	protein-coding
100503393	Gm14827	1	+	X	94442732	94447727	3089	mm10_refGene	False	100503393	ncRNA
100503427	Gm10390	1	-	5	120121096	120139263	3977	mm10_refGene	True	100503427	ncRNA
100503434	Gm19689	1	-	17	83033592	83078225	1543	mm10_refGene	False	100503434	ncRNA
100503460	Gm19705	2	+	1	136683396	136690805	489	mm10_refGene	False	100503460	ncRNA
100503468	Gm14023	1	+	2	129297370	129307826	1781	mm10_refGene	True	100503468	ncRNA
100503469	Gm19710	1	+	3	89998760	90001325	640	mm10_refGene	True	100503469	ncRNA
100503471	Gm15867	1	+	1	192854928	192856855	992	mm10_refGene	True	100503471	ncRNA
100503474	Platr22	1	+	1	136696211	136725728	1199	mm10_refGene	False	100503474	ncRNA
100503481	4930453H23Rik	1	-	X	21206580	21221665	1719	mm10_refGene	False	100503481	protein-coding
100503486	Olfr936	1	-	9	39046614	39047549	936	mm10_refGene	False	100503486	protein-coding
100503495	A930016O22Rik	2	-	7	19417466	19421417	2560	mm10_refGene	True	100503495	ncRNA
100503496	LOC100503496	1	+	11	109440078	109453359	1776	mm10_refGene	True	100503496	ncRNA
100503498	Gm16675	1	-	8	46730970	46739515	1319	mm10_refGene	False	100503498	ncRNA
100503530	Gm11351	1	-	13	25921035	25966316	581	mm10_refGene	False	100503530	ncRNA
100503536	Gm19757	1	-	6	105481266	105492668	2946	mm10_refGene	False	100503536	ncRNA
100503538	Gm15941	1	-	15	37421133	37432664	1826	mm10_refGene	True	100503538	ncRNA
100503545	Nuggc	1	+	14	65605267	65648443	2566	mm10_refGene	False	100503545	protein-coding
100503549	Gm10354	1	-	5	14974497	14978899	795	mm10_refGene	True	100503549	protein-coding
100503565	Gm9926	1	+	18	66504178	66511737	4892	mm10_refGene	False	100503565	ncRNA
100503572	Bbip1	2	-	19	53929659	53944627	2506	mm10_refGene	True	100503572	protein-coding
100503580	Gm19782	1	+	15	69924233	70078204	4789	mm10_refGene	False	100503580	ncRNA
100503582	Gm19784	1	-	18	66924762	66949961	1379	mm10_refGene	False	100503582	ncRNA
100503583	Fsbp	1	+	4	11579662	11587802	4572	mm10_refGene	True	100503583	protein-coding
100503584	Zfp534	1	-	4	147674225	147702631	2240	mm10_refGene	False	100503584	protein-coding
100503592	A330076C08Rik	1	-	13	44193589	44216487	1937	mm10_refGene	False	100503592	ncRNA
100503595	Gm13003	1	-	4	137159082	137165066	2904	mm10_refGene	False	100503595	ncRNA
100503605	Hbb-bs	1	-	7	103826523	103827928	639	mm10_refGene	True	100503605	protein-coding
100503613	5031434C07Rik	2	-	6	112286794	112290319	2116	mm10_refGene	True	100503613	ncRNA
100503619	E330011O21Rik	1	-	16	78250863	78255454	948	mm10_refGene	False	100503619	ncRNA
100503636	1700123M08Rik	1	+	4	11966574	11994295	1066	mm10_refGene	False	100503636	ncRNA
100503652	Gm16845	2	+	9	22071002	22086131	1518	mm10_refGene	True	100503652	ncRNA
100503659	Dos	2	-	10	80130434	80139367	3294	mm10_refGene	True	100503659	protein-coding
100503670	Rpl5	1	+	5	107900528	107909005	2019	mm10_refGene	True	100503670	protein-coding
100503676	Gm38426	1	+	8	84913335	84922915	1174	mm10_refGene	True	100503676	ncRNA
100503704	Gm16861	1	-	16	4935164	4939585	1531	mm10_refGene	True	100503704	ncRNA
100503710	Gm5741	1	-	8	85067568	85067982	328	mm10_refGene	False	100503710	protein-coding
100503727	1700011B04Rik	1	+	13	35181623	35188014	648	mm10_refGene	False	100503727	ncRNA
100503759	Gm5084	1	+	13	60205471	60216018	3604	mm10_refGene	False	100503759	ncRNA
100503790	Gm19897	1	-	7	28774899	28781514	1619	mm10_refGene	True	100503790	ncRNA
100503794	Gm9920	1	-	15	55099917	55113582	935	mm10_refGene	True	100503794	ncRNA
100503816	Gm16548	1	-	1	164148576	164152217	1241	mm10_refGene	True	100503816	ncRNA
100503823	Gm16973	2	-	14	56696275	56701000	2171	mm10_refGene	True	100503823	ncRNA
100503830	Gm11762	1	+	11	119548630	119569046	1705	mm10_refGene	False	100503830	ncRNA
100503849	Sp3os	1	+	2	72979432	72989249	1147	mm10_refGene	True	100503849	ncRNA
100503859	1110015O18Rik	1	+	3	4798708	4814911	1533	mm10_refGene	False	100503859	ncRNA
100503869	Mkln1os	1	-	6	31366885	31398773	964	mm10_refGene	False	100503869	ncRNA
100503872	Hotair	1	-	15	102944062	102947946	2222	mm10_refGene	False	100503872	ncRNA
100503879	Gm5901	1	+	7	105375098	105378287	1002	mm10_refGene	True	100503879	protein-coding
100503884	Ccdc149	1	-	5	52374651	52471543	3317	mm10_refGene	False	100503884	protein-coding
100503890	Pet100	1	+	8	3621551	3624235	1193	mm10_refGene	True	100503890	protein-coding
100503895	Tpsab1	2	-	17	25343245	25345562	1191	mm10_refGene	False	100503895	protein-coding
100503915	Smpd5	1	+	15	76294434	76296896	1823	mm10_refGene	True	100503915	protein-coding
100503949	Gm8923	1	+	2	175470025	175480553	1295	mm10_refGene	True	100503949	protein-coding
100503961	Gm19990	1	+	12	56253243	56266381	1221	mm10_refGene	False	100503961	ncRNA
100503962	Gm16701	1	-	1	166974023	166999730	936	mm10_refGene	False	100503962	ncRNA
100503969	1810008I18Rik	1	+	7	65804052	65806223	691	mm10_refGene	False	100503969	ncRNA
100503970	AY761185	1	-	8	20943694	20944748	486	mm10_refGene	False	100503970	protein-coding
100503991	Acpt	1	-	7	44253087	44257204	1278	mm10_refGene	False	100503991	protein-coding
100503992	Gm6040	1	-	8	20916490	20922071	857	mm10_refGene	False	100503992	protein-coding
100504007	Gm15787	2	-	5	110167508	110176504	1395	mm10_refGene	True	100504007	ncRNA
100504014	Gm15056	1	-	8	20900606	20901973	314	mm10_refGene	False	100504014	protein-coding
100504026	Gm16157	2	-	7	68266339	68276594	1340	mm10_refGene	True	100504026	ncRNA
100504029	Gm16740	1	+	3	95217457	95226658	956	mm10_refGene	True	100504029	ncRNA
100504039	LOC100504039	1	+	X	53686527	53691325	1219	mm10_refGene	True	100504039	ncRNA
100504068	Hotairm1	1	+	6	52158524	52162020	253	mm10_refGene	False	100504068	ncRNA
100504069	Gm15915	1	-	10	93674218	93683322	908	mm10_refGene	True	100504069	ncRNA
100504101	Gm20063	1	-	12	61499660	61521820	1089	mm10_refGene	False	100504101	ncRNA
100504104	Gm16062	1	+	11	59810080	59818362	642	mm10_refGene	True	100504104	ncRNA
100504112	Gm6537	1	+	7	28756174	28758964	1050	mm10_refGene	True	100504112	protein-coding
100504114	Gm16907	1	-	13	63289154	63297147	2764	mm10_refGene	True	100504114	ncRNA
100504121	Med9os	1	-	11	59946892	59948147	529	mm10_refGene	False	100504121	ncRNA
100504156	Fam181a	1	+	12	103314959	103317065	1406	mm10_refGene	False	100504156	protein-coding
100504162	Prss51	1	+	14	64093696	64097672	959	mm10_refGene	False	100504162	protein-coding
100504164	Cmtm1	1	-	8	104293542	104310145	1130	mm10_refGene	False	100504164	protein-coding
100504166	4933421O10Rik	1	-	4	33027139	33031323	3850	mm10_refGene	False	100504166	ncRNA
100504169	Gm20098	1	+	17	51882727	51965257	3293	mm10_refGene	False	100504169	ncRNA
100504183	Krtap16-1	1	-	11	99984703	99986593	1891	mm10_refGene	False	100504183	protein-coding
100504184	Gm16336	1	+	7	110904985	110905851	380	mm10_refGene	True	100504184	ncRNA
100504191	Gm16576	1	+	15	79742698	79757394	5404	mm10_refGene	False	100504191	ncRNA
100504195	Micalcl	1	+	7	112368308	112413104	2397	mm10_refGene	False	100504195	protein-coding
100504202	Gm20110	1	+	10	99609171	99658134	2095	mm10_refGene	True	100504202	ncRNA
100504207	Arhgap33os	1	+	7	30515122	30522193	2648	mm10_refGene	False	100504207	ncRNA
100504221	Efcab8	1	+	2	153780879	153795182	1463	mm10_refGene	False	100504221	ncRNA
100504231	Gm15708	1	+	5	144277061	144280514	1766	mm10_refGene	True	100504231	ncRNA
100504232	Mptx2	1	-	1	173274461	173277756	694	mm10_refGene	False	100504232	protein-coding
100504234	Ccdc170	1	+	10	4509872	4561111	2151	mm10_refGene	False	100504234	protein-coding
100504235	Gm20125	1	-	10	16951094	17095782	3401	mm10_refGene	False	100504235	ncRNA
100504239	Gm10591	1	+	4	41903613	41904743	867	mm10_refGene	True	100504239	protein-coding
100504249	Gm15350	1	-	8	12828338	12831919	518	mm10_refGene	True	100504249	ncRNA
100504255	Gm12159	1	-	11	45102866	45116928	1447	mm10_refGene	False	100504255	ncRNA
100504262	A730020E08Rik	1	-	6	61175604	61180810	1661	mm10_refGene	True	100504262	ncRNA
100504263	Gm6182	3	-	2	176892508	176927813	8745	mm10_refGene	True	100504263	protein-coding
100504265	Gm20139	2	+	10	19141749	19207947	6220	mm10_refGene	False	100504265	ncRNA
100504267	Trp53cor1	1	-	17	29057474	29079126	3121	mm10_refGene	False	100504267	ncRNA
100504268	2310005A03Rik	1	-	2	155097791	155100079	1394	mm10_refGene	False	100504268	ncRNA
100504285	Abhd12b	1	+	12	70154171	70183206	1080	mm10_refGene	False	100504285	protein-coding
100504309	Toporsos	1	+	4	40269579	40270221	325	mm10_refGene	True	100504309	ncRNA
100504323	Gm20172	1	-	1	25276404	25277954	1551	mm10_refGene	True	100504323	protein-coding
100504333	Gm16712	1	-	17	55954771	55959401	1980	mm10_refGene	True	100504333	ncRNA
100504346	Gm13304	1	+	4	41903613	41904743	867	mm10_refGene	True	100504346	protein-coding
100504347	Gm20187	1	-	12	27090237	27114995	1973	mm10_refGene	False	100504347	ncRNA
100504350	Gm14169	1	-	2	156609198	156613422	2527	mm10_refGene	False	100504350	ncRNA
100504362	Gm1987	1	-	4	42772860	42773993	870	mm10_refGene	True	100504362	protein-coding
100504375	Gm15880	1	+	7	80636017	80644384	2884	mm10_refGene	True	100504375	ncRNA
100504377	Gm20199	1	-	9	59477745	59481741	3997	mm10_refGene	True	100504377	ncRNA
100504399	C130021I20Rik	1	+	2	33641193	33645663	3815	mm10_refGene	False	100504399	ncRNA
100504400	Cypt14	1	-	X	39862919	39863604	508	mm10_refGene	False	100504400	protein-coding
100504404	H2-Ea-ps	1	-	17	34342212	34344645	783	mm10_refGene	False	100504404	protein-coding
100504412	Kcnmb4os2	1	+	10	116473163	116474986	1595	mm10_refGene	True	100504412	ncRNA
100504421	2900076A07Rik	1	+	7	81523550	81531498	854	mm10_refGene	True	100504421	ncRNA
100504425	Gm20219	1	-	17	56551414	56554387	1269	mm10_refGene	False	100504425	ncRNA
100504429	Spin2d	1	-	X	73175302	73176989	1015	mm10_refGene	False	100504429	protein-coding
100504446	Prr22	1	+	17	56770276	56772134	1350	mm10_refGene	False	100504446	protein-coding
